,mac,vendor
3107,00:27:0d:8b:4f:7e,"Cisco Systems, Inc"
3108,00:1c:f0:5f:93:11,D-Link Corp
3109,00:27:0d:8b:4f:7d,"Cisco Systems, Inc"
3110,e0:91:f5:a6:34:f6,Netgear
3112,00:27:0d:8b:50:ae,"Cisco Systems, Inc"
3113,00:27:0d:8b:4d:7e,"Cisco Systems, Inc"
3114,00:27:0d:8b:50:ac,"Cisco Systems, Inc"
3115,00:f7:6f:d2:3b:36,"Apple, Inc"
3116,e8:de:27:bb:6e:fc,"TP-Link Tech Co, Ltd"
3117,6c:19:8f:cc:29:b2,D-Link International
3118,00:1e:58:29:17:55,D-Link Corp
3120,00:27:0d:8b:4f:74,"Cisco Systems, Inc"
3121,84:4b:f5:07:e2:9a,"Hon Hai Precision Ind. Co, Ltd"
3122,00:27:0d:8b:4f:7b,"Cisco Systems, Inc"
3125,b8:c7:5d:0b:33:69,"Apple, Inc"
3126,58:6d:8f:4a:bf:dc,"Cisco-Linksys, Llc"
3127,6c:19:8f:cc:29:b2,D-Link International
3128,dc:ef:09:b2:d3:ce,Netgear
3129,8c:3b:ad:17:39:ed,Netgear
3130,00:26:5a:b9:a8:c8,D-Link Corp
3131,00:27:0d:8b:4d:70,"Cisco Systems, Inc"
3132,00:27:0d:8b:4d:72,"Cisco Systems, Inc"
3133,10:be:f5:d8:40:94,D-Link International
3134,58:6d:8f:4a:bf:dd,"Cisco-Linksys, Llc"
3136,08:62:66:8b:1d:98,ASUSTek Computer Inc
3137,08:62:66:8b:1d:9c,ASUSTek Computer Inc
3138,00:27:0d:8b:4d:71,"Cisco Systems, Inc"
3140,00:26:5a:b9:a8:ca,D-Link Corp
3141,e8:94:f6:2a:34:6e,"TP-Link Tech Co, Ltd"
3142,fc:3f:db:71:a1:14,Hewlett Packard
3143,88:5b:dd:80:96:54,"Extreme Networks, Inc"
3144,00:27:0d:8b:4d:74,"Cisco Systems, Inc"
3145,00:27:0d:8b:4d:7b,"Cisco Systems, Inc"
3146,00:27:0d:8b:50:ab,"Cisco Systems, Inc"
3147,00:1c:f0:5f:93:11,D-Link Corp
3148,88:5b:dd:80:96:54,"Extreme Networks, Inc"
3149,38:d5:47:44:e1:00,ASUSTek Computer Inc
3150,b4:75:0e:19:de:a9,Belkin International Inc
3151,00:f7:6f:d2:3b:37,"Apple, Inc"
3152,f4:f2:6d:49:dd:12,"TP-Link Tech Co, Ltd"
3153,8c:3b:ad:17:39:ef,Netgear
3154,88:5b:dd:db:ca:d4,"Extreme Networks, Inc"
3155,1c:b7:2c:86:9e:80,ASUSTek Computer Inc
3156,b8:c7:5d:0b:33:69,"Apple, Inc"
3157,58:6d:8f:36:ec:da,"Cisco-Linksys, Llc"
3158,88:5b:dd:80:96:54,"Extreme Networks, Inc"
3160,38:d5:47:44:e1:00,ASUSTek Computer Inc
3161,84:4b:f5:07:e2:9a,"Hon Hai Precision Ind. Co, Ltd"
3162,38:d5:47:44:e1:04,ASUSTek Computer Inc
3163,c8:d3:a3:63:f6:a1,D-Link International
3164,88:5b:dd:80:96:64,"Extreme Networks, Inc"
3165,60:38:e0:dc:46:24,Belkin International Inc
3166,58:ef:68:28:9c:2d,Belkin International Inc
3167,88:5b:dd:80:96:54,"Extreme Networks, Inc"
3168,1c:b7:2c:86:9e:80,ASUSTek Computer Inc
3169,c8:d3:a3:63:f6:a1,D-Link International
3170,88:5b:dd:80:96:64,"Extreme Networks, Inc"
3171,58:ef:68:28:9c:2d,Belkin International Inc
3172,08:62:66:8b:1d:9c,ASUSTek Computer Inc
3173,88:5b:dd:db:ca:d4,"Extreme Networks, Inc"
3174,48:f8:b3:f7:ab:cc,"Cisco-Linksys, Llc"
3175,d8:38:fc:38:e5:8c,Ruckus Wireless
3176,d8:38:fc:78:e5:8c,Ruckus Wireless
3177,d8:38:fc:f8:e5:8c,Ruckus Wireless
3178,88:5b:dd:db:ca:e4,"Extreme Networks, Inc"
3179,08:62:66:8b:1d:98,ASUSTek Computer Inc
3180,d8:38:fc:b8:e5:8c,Ruckus Wireless
3182,fc:3f:db:71:a1:14,Hewlett Packard
3183,58:ef:68:28:9c:2c,Belkin International Inc
3184,1c:b7:2c:86:9e:88,ASUSTek Computer Inc
3185,74:da:38:cd:04:f0,Edimax Tech Co Ltd
3186,e0:1c:41:d2:2e:d4,"Extreme Networks, Inc"
3187,70:73:cb:b5:0f:ab,"Apple, Inc"
3188,70:4d:7b:94:cb:60,ASUSTek Computer Inc
3190,1c:b7:2c:86:9e:80,ASUSTek Computer Inc
3191,08:62:66:8b:1d:98,ASUSTek Computer Inc
3193,74:da:38:cd:04:f0,Edimax Tech Co Ltd
3194,e0:1c:41:d2:2e:d4,"Extreme Networks, Inc"
3195,70:4d:7b:94:cb:60,ASUSTek Computer Inc
3197,d8:38:fc:f8:e5:0c,Ruckus Wireless
3198,d8:38:fc:78:e5:0c,Ruckus Wireless
3199,48:f8:b3:f7:ab:ca,"Cisco-Linksys, Llc"
3200,88:ce:fa:f4:b0:f7,"Huawei Tech Co, Ltd"
3201,d8:38:fc:38:e5:0c,Ruckus Wireless
3202,70:4d:7b:94:cb:68,ASUSTek Computer Inc
3203,d8:38:fc:38:e5:88,Ruckus Wireless
3204,d8:38:fc:f8:e5:88,Ruckus Wireless
3205,d8:38:fc:b8:e5:0c,Ruckus Wireless
3206,60:f4:45:e7:cc:95,"Apple, Inc"
3207,60:f4:45:e7:cc:94,"Apple, Inc"
3208,d8:38:fc:b8:e5:08,Ruckus Wireless
3209,d8:38:fc:b8:e5:88,Ruckus Wireless
3210,48:f8:b3:f7:ab:cb,"Cisco-Linksys, Llc"
3211,d8:38:fc:78:e5:88,Ruckus Wireless
3212,d8:38:fc:f8:e5:08,Ruckus Wireless
3214,50:a7:2b:8b:a0:64,"Huawei Tech Co, Ltd"
3215,80:37:73:f7:f0:b0,Netgear
3216,d0:03:4b:62:0a:35,"Apple, Inc"
3218,d8:38:fc:78:e5:08,Ruckus Wireless
3219,50:c7:bf:5d:b7:cf,"TP-Link Tech Co, Ltd"
3220,d0:03:4b:62:0a:34,"Apple, Inc"
3221,d8:38:fc:38:e5:08,Ruckus Wireless
3222,00:27:0d:8b:51:b3,"Cisco Systems, Inc"
3225,00:27:0d:8a:ac:e4,"Cisco Systems, Inc"
3226,b4:75:0e:19:de:a9,Belkin International Inc
3227,74:da:38:cd:04:f0,Edimax Tech Co Ltd
3228,e0:1c:41:d2:2e:d4,"Extreme Networks, Inc"
3229,70:73:cb:b5:0f:ab,"Apple, Inc"
3231,48:f8:b3:f7:ab:ca,"Cisco-Linksys, Llc"
3232,48:f8:b3:f7:ab:cb,"Cisco-Linksys, Llc"
3233,d8:38:fc:78:e5:08,Ruckus Wireless
3234,d8:38:fc:38:e5:08,Ruckus Wireless
3236,18:d6:c7:96:8b:ba,"TP-Link Tech Co, Ltd"
3237,a8:54:b2:66:65:fa,Wistron Neweb Corp
3239,00:1e:58:29:17:55,D-Link Corp
3240,14:91:82:1a:f5:84,Belkin International Inc
3242,1c:b7:2c:86:9e:84,ASUSTek Computer Inc
3243,e0:1c:41:d2:2e:e8,"Extreme Networks, Inc"
3244,b4:75:0e:19:de:aa,Belkin International Inc
3245,00:27:0d:8b:51:b4,"Cisco Systems, Inc"
3246,b4:75:0e:19:de:a9,Belkin International Inc
3247,90:94:e4:39:d2:74,D-Link International
3248,a0:2c:36:51:b8:19,FN-Link Tech Ltd
3249,f0:9c:e9:bc:f7:28,"Extreme Networks, Inc"
3250,f8:e9:03:da:59:2a,D-Link International
3251,b4:75:0e:19:de:a9,Belkin International Inc
3252,b4:75:0e:19:de:aa,Belkin International Inc
3253,f8:e9:03:da:59:2a,D-Link International
3254,c0:3f:0e:4a:24:02,Netgear
3255,80:2a:a8:9a:71:65,Ubiquiti Networks Inc
3256,b4:75:0e:19:da:1a,Belkin International Inc
3258,64:a5:c3:6b:55:06,"Apple, Inc"
3259,1c:b7:2c:86:9e:88,ASUSTek Computer Inc
3260,70:73:cb:b5:0f:ac,"Apple, Inc"
3261,1c:b7:2c:86:9e:88,ASUSTek Computer Inc
3262,70:4d:7b:94:cb:64,ASUSTek Computer Inc
3263,00:27:0d:8a:ac:e2,"Cisco Systems, Inc"
3264,00:27:0d:8b:51:b1,"Cisco Systems, Inc"
3265,00:27:0d:8a:ac:ee,"Cisco Systems, Inc"
3266,88:5b:dd:80:96:54,"Extreme Networks, Inc"
3267,d8:38:fc:38:e5:88,Ruckus Wireless
3268,d8:38:fc:f8:e5:88,Ruckus Wireless
3269,d8:38:fc:b8:e5:88,Ruckus Wireless
3270,d8:38:fc:78:e5:88,Ruckus Wireless
3271,00:27:0d:8b:4e:b2,"Cisco Systems, Inc"
3272,00:27:0d:8b:4e:b0,"Cisco Systems, Inc"
3273,88:5b:dd:db:ca:d4,"Extreme Networks, Inc"
3274,00:26:5a:b9:a8:c8,D-Link Corp
3275,00:24:a8:b5:50:90,ProCurve Networking by HP
3276,00:27:0d:8b:4d:73,"Cisco Systems, Inc"
3277,b8:c7:5d:0b:33:6a,"Apple, Inc"
3278,6c:19:8f:cc:29:b2,D-Link International
3279,e0:91:f5:a6:34:f6,Netgear
3280,00:27:0d:8b:4d:7f,"Cisco Systems, Inc"
3281,00:27:0d:8b:4d:7d,"Cisco Systems, Inc"
3282,8c:3b:ad:17:39:ef,Netgear
3283,00:1c:f0:5f:93:11,D-Link Corp
3284,00:24:a8:b5:40:b0,ProCurve Networking by HP
3285,e0:91:f5:a6:34:f6,Netgear
3286,00:27:0d:8b:4d:7f,"Cisco Systems, Inc"
3287,6c:19:8f:cc:29:b0,D-Link International
3288,f4:f2:6d:49:dd:12,"TP-Link Tech Co, Ltd"
3289,9c:3d:cf:69:01:6f,Netgear
3290,20:4e:7f:5a:df:81,Netgear
3291,e0:91:f5:db:56:24,Netgear
3292,08:02:8e:99:e4:12,Netgear
3293,00:27:0d:8b:4f:72,"Cisco Systems, Inc"
3294,00:27:0d:8b:4d:7c,"Cisco Systems, Inc"
3295,00:27:0d:8b:4f:73,"Cisco Systems, Inc"
3296,00:27:0d:8b:50:a3,"Cisco Systems, Inc"
3297,00:27:0d:8b:4d:72,"Cisco Systems, Inc"
3298,28:c6:8e:6e:39:a1,Netgear
3299,00:27:0d:8b:4d:7e,"Cisco Systems, Inc"
3300,a0:ab:1b:f2:e2:48,D-Link International
3301,00:27:0d:8a:eb:ae,"Cisco Systems, Inc"
3302,00:27:0d:8b:49:21,"Cisco Systems, Inc"
3303,00:27:0d:8b:50:a4,"Cisco Systems, Inc"
3304,00:27:0d:8b:4f:74,"Cisco Systems, Inc"
3305,1c:7e:e5:4b:12:8e,D-Link International
3306,28:c6:8e:6e:39:a1,Netgear
3307,9c:3d:cf:69:01:70,Netgear
3308,00:27:0d:8a:eb:af,"Cisco Systems, Inc"
3309,a0:ab:1b:f2:e2:48,D-Link International
3310,00:27:0d:8a:eb:ad,"Cisco Systems, Inc"
3311,00:27:0d:8a:eb:ae,"Cisco Systems, Inc"
3312,a0:ab:1b:f2:e2:4a,D-Link International
3313,00:27:0d:8a:eb:ab,"Cisco Systems, Inc"
3314,70:62:b8:62:a3:c0,D-Link International
3315,00:27:0d:8a:eb:a1,"Cisco Systems, Inc"
3316,74:da:da:4a:51:bc,D-Link International
3317,00:11:6b:18:4c:f6,"Digital Data Communications Asia Co, Ltd"
3318,58:ef:68:b6:68:2e,Belkin International Inc
3319,2c:41:38:f1:3b:a0,Hewlett Packard
3320,34:21:09:19:0f:e0,Jensen Scandinavia AS
3321,70:4d:7b:0c:93:00,ASUSTek Computer Inc
3322,a0:ab:1b:f2:e2:4a,D-Link International
3323,00:27:0d:8a:eb:a1,"Cisco Systems, Inc"
3324,00:11:6b:18:4c:f6,"Digital Data Communications Asia Co, Ltd"
3325,00:24:a8:b5:50:90,ProCurve Networking by HP
3326,74:da:da:4a:51:be,D-Link International
3327,00:27:0d:8a:eb:a3,"Cisco Systems, Inc"
3328,e8:de:27:bb:6e:fc,"TP-Link Tech Co, Ltd"
3329,00:27:0d:8b:4d:71,"Cisco Systems, Inc"
3330,00:24:a8:b5:50:30,ProCurve Networking by HP
3331,10:62:eb:e1:42:c0,D-Link International
3332,a0:ab:1b:f2:e2:4a,D-Link International
3333,74:da:da:4a:51:bc,D-Link International
3334,00:24:a8:b5:50:30,ProCurve Networking by HP
3335,a0:ab:1b:f2:e2:48,D-Link International
3336,f0:b4:29:fc:6b:d1,Xiaomi Communications Co Ltd
3337,00:24:a8:b5:02:b0,ProCurve Networking by HP
3338,a0:48:1c:4b:46:10,Hewlett Packard
3339,70:4d:7b:0c:93:00,ASUSTek Computer Inc
3340,58:ef:68:b6:68:2f,Belkin International Inc
3341,a0:63:91:d6:40:97,Netgear
3342,40:49:0f:93:91:ca,"Hon Hai Precision Ind. Co, Ltd"
3345,00:24:a8:b5:50:90,ProCurve Networking by HP
3346,00:24:a8:b5:50:30,ProCurve Networking by HP
3347,58:ef:68:b6:68:2e,Belkin International Inc
3348,58:ef:68:b6:68:2f,Belkin International Inc
3350,10:62:eb:9c:5a:58,D-Link International
3351,a0:40:a0:8a:d8:70,Netgear
3352,a0:40:a0:8a:d8:6f,Netgear
3354,00:24:a8:b5:70:10,ProCurve Networking by HP
3355,58:ef:68:0c:f1:e4,Belkin International Inc
3356,64:70:02:78:a9:6e,"TP-Link Tech Co, Ltd"
3357,f0:b4:29:fc:6b:d1,Xiaomi Communications Co Ltd
3358,58:ef:68:b6:68:2e,Belkin International Inc
3359,58:ef:68:b6:68:2f,Belkin International Inc
3360,40:49:0f:93:91:ca,"Hon Hai Precision Ind. Co, Ltd"
3362,a0:40:a0:8a:d8:70,Netgear
3363,00:24:a8:b5:40:00,ProCurve Networking by HP
3364,c8:d3:a3:6f:a9:b0,D-Link International
3365,94:10:3e:89:9b:1c,Belkin International Inc
3366,58:6d:8f:2c:75:c0,"Cisco-Linksys, Llc"
3367,a0:04:60:41:09:ea,Netgear
3368,c0:a0:bb:ee:41:c1,D-Link International
3369,10:62:eb:9c:5a:5a,D-Link International
3371,00:02:61:61:d1:38,Tilgin AB
3372,00:24:a8:b5:02:b0,ProCurve Networking by HP
3373,58:ef:68:b6:68:2f,Belkin International Inc
3374,14:91:82:8d:01:44,Belkin International Inc
3375,10:62:eb:9c:5a:58,D-Link International
3376,00:24:a8:b5:40:00,ProCurve Networking by HP
3377,c8:d3:a3:6f:a9:b0,D-Link International
3378,a0:04:60:41:09:ea,Netgear
3379,10:62:eb:9c:5a:5a,D-Link International
3381,a0:8c:fd:99:e1:1f,Hewlett Packard
3382,a0:63:91:d6:40:97,Netgear
3383,a4:2b:b0:f6:2e:bb,"TP-Link Tech Co, Ltd"
3384,00:24:a8:b5:40:f0,ProCurve Networking by HP
3386,00:02:61:61:d1:38,Tilgin AB
3387,14:91:82:8d:01:44,Belkin International Inc
3388,a0:04:60:41:09:ea,Netgear
3389,a0:8c:fd:99:e1:1f,Hewlett Packard
3390,00:24:a8:b5:40:f0,ProCurve Networking by HP
3392,a0:04:60:41:09:e9,Netgear
3393,c0:a0:bb:ee:41:c1,D-Link International
3394,00:25:9c:4d:20:3e,"Cisco-Linksys, Llc"
3395,00:24:01:69:0a:a8,D-Link Corp
3396,10:62:eb:9c:54:68,D-Link International
3397,a4:2b:8c:eb:c4:10,Netgear
3398,6c:19:8f:f4:4e:8e,D-Link International
3399,50:04:b8:fb:cd:2a,"Huawei Tech Co, Ltd"
3400,00:1e:58:fe:04:3f,D-Link Corp
3402,00:02:61:61:d1:38,Tilgin AB
3403,70:4d:7b:0c:93:00,ASUSTek Computer Inc
3404,34:21:09:19:0f:e0,Jensen Scandinavia AS
3405,a0:8c:fd:99:e1:1f,Hewlett Packard
3406,00:24:a8:b5:40:f0,ProCurve Networking by HP
3408,80:26:89:74:31:40,D-Link International
3409,00:24:a8:b5:12:60,ProCurve Networking by HP
3410,00:18:e7:da:ff:b1,"Cameo Communications, Inc"
3411,00:1f:33:bd:7a:d5,Netgear
3412,6c:19:8f:f4:4e:90,D-Link International
3413,70:4d:7b:0c:93:04,ASUSTek Computer Inc
3414,94:46:96:2b:7c:ee,BaudTec Corp
3415,50:04:b8:fb:cd:2c,"Huawei Tech Co, Ltd"
3416,90:72:40:17:57:62,"Apple, Inc"
3417,10:62:eb:9c:54:6a,D-Link International
3418,a4:2b:8c:96:6b:a5,Netgear
3419,00:25:9c:4d:20:3e,"Cisco-Linksys, Llc"
3420,10:62:eb:9c:54:68,D-Link International
3421,6c:19:8f:f4:4e:8e,D-Link International
3422,00:1e:58:fe:04:3f,D-Link Corp
3423,70:4d:7b:0c:93:04,ASUSTek Computer Inc
3424,10:62:eb:9c:54:6a,D-Link International
3425,a4:2b:8c:96:6b:a5,Netgear
3426,b0:39:56:92:49:62,Netgear
3427,2c:41:38:f1:5d:f0,Hewlett Packard
3428,00:24:a8:b5:22:10,ProCurve Networking by HP
3430,2c:41:38:f1:5d:e0,Hewlett Packard
3431,34:21:09:19:86:10,Jensen Scandinavia AS
3433,70:4d:7b:0c:93:00,ASUSTek Computer Inc
3434,00:25:9c:4d:20:3e,"Cisco-Linksys, Llc"
3435,10:62:eb:9c:54:68,D-Link International
3437,6c:19:8f:f4:4e:90,D-Link International
3438,70:4d:7b:0c:93:04,ASUSTek Computer Inc
3439,90:72:40:17:57:62,"Apple, Inc"
3440,2c:41:38:f1:5d:f0,Hewlett Packard
3441,00:24:a8:b5:22:10,ProCurve Networking by HP
3443,2c:41:38:f1:5d:e0,Hewlett Packard
3444,00:24:a8:b5:40:70,ProCurve Networking by HP
3445,08:02:8e:99:e0:34,Netgear
3446,b0:b9:8a:4e:88:bc,Netgear
3449,94:46:96:2b:7c:ee,BaudTec Corp
3450,fc:5b:39:68:5f:6b,"Cisco Systems, Inc"
3451,50:04:b8:fb:cd:2a,"Huawei Tech Co, Ltd"
3452,00:24:a8:b5:60:80,ProCurve Networking by HP
3453,00:02:61:61:d1:38,Tilgin AB
3454,70:4d:7b:0c:93:00,ASUSTek Computer Inc
3455,00:24:a8:b5:40:f0,ProCurve Networking by HP
3456,6c:19:8f:f4:4e:8e,D-Link International
3458,00:1f:33:bd:7a:d5,Netgear
3459,70:4d:7b:0c:93:04,ASUSTek Computer Inc
3460,94:46:96:2b:7c:ee,BaudTec Corp
3461,90:72:40:17:57:62,"Apple, Inc"
3462,10:62:eb:9c:54:6a,D-Link International
3463,a4:2b:8c:96:6b:a5,Netgear
3464,2c:41:38:f1:5d:f0,Hewlett Packard
3465,00:24:a8:b5:22:10,ProCurve Networking by HP
3467,2c:41:38:f1:5d:e0,Hewlett Packard
3469,00:24:a8:b5:40:70,ProCurve Networking by HP
3470,b0:b9:8a:4e:88:bc,Netgear
3471,50:04:b8:fb:cd:2a,"Huawei Tech Co, Ltd"
3472,00:24:a8:b5:60:80,ProCurve Networking by HP
3473,6c:70:9f:e1:bc:c9,"Apple, Inc"
3474,00:27:0d:8b:50:20,"Cisco Systems, Inc"
3475,f0:9f:c2:f1:90:9b,Ubiquiti Networks Inc
3476,80:ea:96:eb:be:99,"Apple, Inc"
3477,60:38:e0:dc:46:25,Belkin International Inc
3478,c0:ff:d4:b0:a9:f3,Netgear
3480,00:27:0d:8b:50:2f,"Cisco Systems, Inc"
3481,00:27:0d:8b:50:2d,"Cisco Systems, Inc"
3482,28:10:7b:4d:fa:50,D-Link International
3483,00:27:0d:8b:50:2b,"Cisco Systems, Inc"
3484,80:ea:96:eb:be:98,"Apple, Inc"
3485,6c:70:9f:e1:bc:c8,"Apple, Inc"
3486,34:fc:b9:0b:c6:11,Hewlett Packard Enterprise
3487,58:ef:68:0c:f1:e4,Belkin International Inc
3488,a4:2b:b0:f6:2e:ba,"TP-Link Tech Co, Ltd"
3489,a4:2b:b0:f6:2e:bb,"TP-Link Tech Co, Ltd"
3490,34:fc:b9:e6:fa:a1,Hewlett Packard Enterprise
3491,64:70:02:78:a9:6e,"TP-Link Tech Co, Ltd"
3492,60:38:e0:dc:46:24,Belkin International Inc
3493,98:de:d0:3c:10:fd,"TP-Link Tech Co, Ltd"
3494,34:fc:b9:0b:c6:01,Hewlett Packard Enterprise
3495,e8:65:d4:35:fa:31,"Tenda Tech Co, LtdDongguan branch"
3496,fc:f5:28:ca:9f:98,Zyxel Communications Corp
3497,58:6d:8f:2c:75:40,"Cisco-Linksys, Llc"
3498,c0:25:e9:e0:bd:28,"TP-Link Tech Co, Ltd"
3499,f0:9f:c2:f4:00:e5,Ubiquiti Networks Inc
3500,00:27:0d:8b:4e:9c,"Cisco Systems, Inc"
3501,3c:46:d8:e0:64:58,"TP-Link Tech Co, Ltd"
3502,00:27:0d:8b:4e:9f,"Cisco Systems, Inc"
3503,00:26:99:f2:59:1c,"Cisco Systems, Inc"
3504,00:26:99:f2:59:1a,"Cisco Systems, Inc"
3505,c8:d7:19:aa:48:95,"Cisco-Linksys, Llc"
3506,00:26:99:f2:59:1b,"Cisco Systems, Inc"
3507,58:ef:68:0c:f1:e5,Belkin International Inc
3508,00:26:99:f2:59:1e,"Cisco Systems, Inc"
3509,00:27:0d:8b:4e:9d,"Cisco Systems, Inc"
3510,f0:9f:c2:f2:90:9b,Ubiquiti Networks Inc
3511,00:27:0d:8b:4c:00,"Cisco Systems, Inc"
3512,38:4b:76:01:df:d3,Airtame ApS
3513,00:27:0d:8b:4c:03,"Cisco Systems, Inc"
3515,e8:04:62:b9:3f:72,"Cisco Systems, Inc"
3516,90:a7:c1:07:4f:c4,Pakedge Device and Software Inc
3518,f0:9f:c2:f1:98:b4,Ubiquiti Networks Inc
3520,00:27:0d:8b:4e:94,"Cisco Systems, Inc"
3521,88:51:fb:23:6f:7f,Hewlett Packard
3522,90:a7:c1:07:4f:c5,Pakedge Device and Software Inc
3523,00:27:0d:8b:4e:9b,"Cisco Systems, Inc"
3525,c0:ff:d4:b0:a9:f3,Netgear
3526,a4:2b:b0:f6:2e:bb,"TP-Link Tech Co, Ltd"
3527,60:38:e0:dc:46:24,Belkin International Inc
3528,34:fc:b9:0b:c6:01,Hewlett Packard Enterprise
3529,c0:25:e9:e0:bd:28,"TP-Link Tech Co, Ltd"
3530,58:ef:68:0c:f1:e5,Belkin International Inc
3531,e8:04:62:b9:3f:72,"Cisco Systems, Inc"
3533,98:de:d0:3c:10:fe,"TP-Link Tech Co, Ltd"
3534,00:27:0d:8b:50:23,"Cisco Systems, Inc"
3535,00:27:0d:8b:4e:90,"Cisco Systems, Inc"
3536,00:19:a9:43:e1:d1,"Cisco Systems, Inc"
3537,00:27:0d:8b:4e:93,"Cisco Systems, Inc"
3538,c8:d7:19:aa:48:96,"Cisco-Linksys, Llc"
3539,00:27:0d:8b:4e:92,"Cisco Systems, Inc"
3540,00:27:0d:8b:4e:91,"Cisco Systems, Inc"
3541,c4:04:15:01:cf:2c,Netgear
3542,bc:67:1c:1f:1c:4b,"Cisco Systems, Inc"
3543,00:19:a9:43:e1:d0,"Cisco Systems, Inc"
3544,28:10:7b:4d:fa:50,D-Link International
3546,c0:ff:d4:b0:a9:f5,Netgear
3547,e8:04:62:b9:3f:7f,"Cisco Systems, Inc"
3548,e8:04:62:b9:3f:7e,"Cisco Systems, Inc"
3549,b0:c7:45:7d:f3:e0,Buffalo.Inc
3550,e8:04:62:b9:3f:7d,"Cisco Systems, Inc"
3551,e8:04:62:b9:3f:7c,"Cisco Systems, Inc"
3552,00:27:0d:8b:4c:02,"Cisco Systems, Inc"
3554,00:27:0d:8b:50:24,"Cisco Systems, Inc"
3555,e8:04:62:b9:3f:74,"Cisco Systems, Inc"
3556,e8:04:62:b9:3f:7b,"Cisco Systems, Inc"
3558,60:38:e0:dc:46:25,Belkin International Inc
3559,58:ef:68:0c:f1:e4,Belkin International Inc
3560,34:fc:b9:0b:c6:01,Hewlett Packard Enterprise
3561,fc:f5:28:ca:9f:98,Zyxel Communications Corp
3562,00:19:a9:43:e1:d0,"Cisco Systems, Inc"
3563,28:10:7b:4d:fa:50,D-Link International
3564,e8:04:62:b9:3f:7f,"Cisco Systems, Inc"
3565,00:27:0d:8b:50:22,"Cisco Systems, Inc"
3566,34:fc:b9:e6:fa:b1,Hewlett Packard Enterprise
3567,f0:9f:c2:f1:98:b4,Ubiquiti Networks Inc
3568,e8:04:62:b9:3f:70,"Cisco Systems, Inc"
3570,00:27:0d:8b:4e:9e,"Cisco Systems, Inc"
3571,e8:04:62:b9:3f:73,"Cisco Systems, Inc"
3572,00:1f:d4:02:b8:96,"4ipnet, Inc"
3573,00:27:0d:8b:4c:04,"Cisco Systems, Inc"
3574,00:27:0d:48:b5:6c,"Cisco Systems, Inc"
3575,00:27:0d:48:b5:6d,"Cisco Systems, Inc"
3576,00:27:0d:8b:50:f3,"Cisco Systems, Inc"
3577,00:27:0d:8b:50:f4,"Cisco Systems, Inc"
3578,00:27:0d:48:b5:6b,"Cisco Systems, Inc"
3579,58:6d:8f:2c:75:40,"Cisco-Linksys, Llc"
3580,00:27:0d:48:b5:6d,"Cisco Systems, Inc"
3581,00:27:0d:48:b5:64,"Cisco Systems, Inc"
3582,00:27:0d:48:b5:6b,"Cisco Systems, Inc"
3583,00:27:0d:48:b5:6e,"Cisco Systems, Inc"
3584,00:27:0d:48:b5:62,"Cisco Systems, Inc"
3585,00:27:0d:48:b5:60,"Cisco Systems, Inc"
3586,00:27:0d:48:b5:6f,"Cisco Systems, Inc"
3587,00:27:0d:48:b5:61,"Cisco Systems, Inc"
3588,a0:04:60:a2:15:64,Netgear
3589,a0:04:60:a2:15:60,Netgear
3590,58:6d:8f:2c:75:c0,"Cisco-Linksys, Llc"
3591,58:6d:8f:2c:75:40,"Cisco-Linksys, Llc"
3592,a0:63:91:d6:40:97,Netgear
3593,00:27:0d:48:b5:62,"Cisco Systems, Inc"
3594,58:6d:8f:2c:75:c0,"Cisco-Linksys, Llc"
3595,00:27:0d:48:b5:63,"Cisco Systems, Inc"
3596,00:27:0d:48:b5:6c,"Cisco Systems, Inc"
3597,a0:ab:1b:87:86:2c,D-Link International
3598,a0:ab:1b:87:86:2e,D-Link International
3599,58:6d:8f:2c:75:40,"Cisco-Linksys, Llc"
3600,a0:04:60:a2:15:64,Netgear
3601,a0:04:60:a2:15:60,Netgear
3602,90:72:40:17:57:62,"Apple, Inc"
3603,a0:ab:1b:87:86:2c,D-Link International
3604,90:72:40:21:ff:e6,"Apple, Inc"
3605,a0:63:91:d6:40:97,Netgear
3606,64:70:02:78:a9:6e,"TP-Link Tech Co, Ltd"
3607,a0:04:60:a2:15:60,Netgear
3608,58:6d:8f:2c:75:c0,"Cisco-Linksys, Llc"
3611,e8:65:d4:35:fa:31,"Tenda Tech Co, LtdDongguan branch"
3612,bc:67:1c:1f:08:6b,"Cisco Systems, Inc"
3613,38:4b:76:02:70:83,Airtame ApS
3614,38:4b:76:02:70:82,Airtame ApS
3615,34:a8:4e:ba:b7:3b,"Cisco Systems, Inc"
3617,58:6d:8f:2c:75:40,"Cisco-Linksys, Llc"
3618,a0:63:91:d6:40:97,Netgear
3619,a0:04:60:a2:15:64,Netgear
3620,64:70:02:78:a9:6e,"TP-Link Tech Co, Ltd"
3621,a0:04:60:a2:15:60,Netgear
3622,58:6d:8f:2c:75:c0,"Cisco-Linksys, Llc"
3624,90:72:40:17:57:62,"Apple, Inc"
3625,a0:ab:1b:87:86:2c,D-Link International
3627,28:37:37:43:fb:2e,"Apple, Inc"
3628,e8:65:d4:35:fa:31,"Tenda Tech Co, LtdDongguan branch"
3629,34:21:09:19:0f:e0,Jensen Scandinavia AS
3630,38:4b:76:02:70:83,Airtame ApS
3631,a0:40:a0:8a:d8:70,Netgear
3632,14:dd:a9:c9:73:e8,ASUSTek Computer Inc
3633,38:4b:76:02:70:82,Airtame ApS
